accepted_arrivals,arrival_attempts,completed_jobs,loss_probability,mean_num_jobs,mean_occupied_resource,observed_time,pi_hat_0,pi_hat_1,pi_hat_10,pi_hat_11,pi_hat_12,pi_hat_13,pi_hat_14,pi_hat_15,pi_hat_16,pi_hat_17,pi_hat_18,pi_hat_19,pi_hat_2,pi_hat_20,pi_hat_3,pi_hat_4,pi_hat_5,pi_hat_6,pi_hat_7,pi_hat_8,pi_hat_9,rejected_arrivals,rejected_capacity,rejected_resource,rejected_server,replication_index,scenario_name,seed,throughput,total_time,warmup_time
256316,256442,256319,0.0004913391722104804,2.885596799630533,5.773520591933442,80000.0,0.07344649427682912,0.17717969777452505,0.0024560754196755624,0.0011045933325377973,0.0005313990328240834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2229712280826217,0.0,0.20097412804812784,0.14374445829684201,0.08776861835332679,0.04844086416668761,0.02435597982152917,0.011731946957269883,0.005294516437203401,126,0,0,126,10,deterministic,10000072,3.2039875,100000.0,20000.0
256467,256595,256463,0.0004988405853582494,2.885725243218521,5.7729362567925895,80000.0,0.07257547541113422,0.17618476115984327,0.0023927159229017434,0.0012003502268441934,0.00048542575977680825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22472811241082344,0.0,0.20160772284865147,0.14351904364744236,0.08810570453869823,0.04846739896542945,0.02418811262789727,0.011327499946685067,0.005217676533872464,128,0,0,128,11,deterministic,11000075,3.2057875,100000.0,20000.0
255262,255411,255261,0.000583373464729397,2.870067252657646,5.737991584127034,80000.0,0.07440490437762497,0.17652422037716411,0.002329833949446629,0.0010724141458252235,0.0005602462570916941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258999517343823,0.0,0.2015341251459366,0.14326868962136996,0.08673770175986584,0.04737938045763599,0.023489774171990756,0.011333888059289985,0.005464869942375981,149,0,0,149,12,deterministic,12000078,3.1907625,100000.0,20000.0
257043,257176,257046,0.0005171555666158584,2.894511243373512,5.7969943737092535,80000.0,0.07271895615043918,0.17539897954246922,0.00251303646581423,0.001093489551927405,0.00045946363914417814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22373832718143322,0.0,0.20060386133351404,0.14420230883148719,0.089299504613406,0.048535589960539575,0.024339967005831888,0.011616996644423807,0.005479519079570082,133,0,0,133,13,deterministic,13000081,3.213075,100000.0,20000.0
255302,255439,255305,0.000536331570355349,2.870503190960671,5.748334208833129,80000.0,0.07398436680117457,0.17761790514981785,0.0023620424870709937,0.001133797658468893,0.0005343105923478561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22525421565167444,0.0,0.20075042930361198,0.14355697327060793,0.08731599607183294,0.04744694823191635,0.023492763193612973,0.011269529104527328,0.0052807224833359215,137,0,0,137,14,deterministic,14000084,3.1913125,100000.0,20000.0
256714,256827,256712,0.00043998489255413177,2.8910443476267766,5.784188030016444,80000.0,0.07264703706142404,0.17639407753956074,0.002587235175071328,0.001074586810253004,0.0004629298866584577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22452526373097648,0.0,0.2006075214560236,0.1431734529952525,0.08801745553545802,0.04857274210714427,0.024723069228747455,0.0116814702094744,0.005533158263955693,113,0,0,113,15,deterministic,15000087,3.2089,100000.0,20000.0
256424,256559,256422,0.0005261947544229592,2.8845939876282896,5.764869170434683,80000.0,0.07310286860945052,0.17620451029952847,0.0023314387490629544,0.0010615507104436348,0.0005380797789143344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22369342295680444,0.0,0.2009051346787772,0.14482819434992106,0.08864444074790268,0.048131245164889924,0.02404015325729365,0.011435346476354106,0.005083614220657046,135,0,0,135,16,deterministic,16000090,3.205275,100000.0,20000.0
256430,256545,256433,0.0004482644370383364,2.885474290246574,5.77257886418235,80000.0,0.07305649643873881,0.1765986735897866,0.0023257416963851484,0.0011007054933004383,0.000496063828166325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22295921654112516,0.0,0.20139512188855305,0.1452930812703506,0.08792116714006666,0.04777902385891843,0.024001610089901124,0.011667583466197038,0.005405514698510615,115,0,0,115,17,deterministic,17000093,3.2054125,100000.0,20000.0
255758,255891,255756,0.0005197525508908089,2.875229335633608,5.748838169306559,80000.0,0.07337710941779442,0.17625167599208574,0.0023055654424330896,0.0011072241845236476,0.00047982101404763855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22579007992590655,0.0,0.20134850631589465,0.1441312520032457,0.08736671460974026,0.04767409086076059,0.023630029919218806,0.011295700270557199,0.005242230043791688,133,0,0,133,18,deterministic,18000096,3.19695,100000.0,20000.0
256260,256409,256259,0.0005811028474039522,2.8846262027800442,5.771402900170321,80000.0,0.07329414612035684,0.17603336087534835,0.002445531764231828,0.0012474569172011344,0.0005535235871088844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246851433925788,0.0,0.2016971534337329,0.14348303223010445,0.08751472337299865,0.04779607500454244,0.024269481725376817,0.01168044403657118,0.005299927539847704,149,0,0,149,19,deterministic,19000099,3.2032375,100000.0,20000.0
